Age,Income,Home_Status,Employment_Length,Loan_Intent,Loan_Grade,Loan_Amount,Interest_Rate,Loan_Status,Loan_Income_Percent,Historical_Default,Credit_History
22,58000,RENT,2.0,PERSONAL,A,6000,6.92,0,0.1,N,4
24,100000,RENT,1.0,EDUCATION,A,4600,8.49,0,0.05,N,2
28,84000,OWN,8.0,VENTURE,A,25000,7.9,0,0.3,N,7
22,91234,MORTGAGE,6.0,PERSONAL,B,12000,11.83,0,0.13,N,2
32,82000,MORTGAGE,13.0,PERSONAL,B,10000,10.36,0,0.12,N,6
33,43000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,10000,13.35,0,0.23,Y,10
27,39600,MORTGAGE,4.0,VENTURE,G,2500,20.86,1,0.06,Y,8
23,27864,RENT,0.0,MEDICAL,A,4600,6.03,0,0.17,N,3
29,119604,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000,9.32,0,0.04,N,5
30,93000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,18000,15.23,0,0.19,N,9
27,35000,RENT,4.0,EDUCATION,B,12800,10.0,1,0.37,N,7
26,40000,RENT,4.0,VENTURE,B,5875,12.69,0,0.15,N,2
22,30000,RENT,2.0,MEDICAL,F,7000,17.58,1,0.23,N,2
21,180000,MORTGAGE,0.0,EDUCATION,A,5000,8.07,0,0.03,N,3
23,37200,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.59,1,0.19,N,2
27,97000,MORTGAGE,11.0,PERSONAL,B,3600,9.25,0,0.04,N,7
22,13200,RENT,0.0,VENTURE,B,2500,9.91,1,0.19,N,4
21,39600,RENT,3.0,EDUCATION,D,7000,14.96,0,0.18,Y,2
23,80000,RENT,6.0,EDUCATION,A,16000,,0,0.2,N,2
29,42000,RENT,3.0,MEDICAL,D,5000,15.99,0,0.12,Y,6
38,100000,RENT,0.0,DEBTCONSOLIDATION,C,14000,13.23,0,0.14,Y,14
23,50400,RENT,3.0,VENTURE,B,5000,10.38,0,0.1,N,2
24,30000,RENT,1.0,VENTURE,A,4000,7.49,0,0.13,N,4
24,80000,MORTGAGE,6.0,PERSONAL,A,16000,7.88,0,0.2,N,2
25,75000,MORTGAGE,4.0,VENTURE,D,8000,16.29,0,0.11,N,3
47,120000,MORTGAGE,9.0,EDUCATION,B,15000,10.99,0,0.13,N,12
24,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,19750,13.61,0,0.22,Y,2
32,40000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.89,0,0.3,N,10
24,88000,RENT,2.0,HOMEIMPROVEMENT,B,15000,9.99,1,0.17,N,4
22,97000,MORTGAGE,6.0,MEDICAL,C,10000,13.57,0,0.1,Y,3
21,28800,RENT,1.0,EDUCATION,A,3175,6.03,0,0.11,N,4
32,53000,MORTGAGE,1.0,EDUCATION,C,6800,12.84,0,0.13,Y,7
33,36700,RENT,7.0,PERSONAL,B,15000,11.14,1,0.41,N,10
25,70000,MORTGAGE,9.0,PERSONAL,A,12000,5.79,0,0.17,N,2
28,44500,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,9.45,0,0.45,N,8
25,82560,RENT,6.0,DEBTCONSOLIDATION,A,4500,7.42,0,0.05,N,4
26,53000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,,0,0.15,N,2
24,60000,RENT,2.0,PERSONAL,B,25000,11.11,1,0.42,N,3
28,54400,RENT,1.0,MEDICAL,D,8000,15.65,1,0.13,N,10
26,46000,RENT,2.0,MEDICAL,B,6400,9.67,0,0.14,N,4
23,46800,OWN,7.0,VENTURE,C,9000,,0,0.19,Y,4
25,37676,RENT,6.0,PERSONAL,A,7500,8.32,0,0.2,N,4
34,28880,RENT,2.0,VENTURE,C,3000,11.78,0,0.1,N,9
32,37120,RENT,7.0,PERSONAL,C,7000,13.47,0,0.19,Y,10
24,115000,OWN,8.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.09,N,3
26,69000,MORTGAGE,8.0,PERSONAL,A,15000,7.49,0,0.22,N,3
25,97000,RENT,0.0,VENTURE,A,6600,,0,0.07,N,2
29,27996,OWN,5.0,HOMEIMPROVEMENT,A,1800,5.42,0,0.06,N,6
30,14500,RENT,15.0,DEBTCONSOLIDATION,A,7000,6.76,1,0.48,N,5
57,64000,RENT,20.0,VENTURE,A,8000,8.9,0,0.13,N,19
26,45806,RENT,5.0,EDUCATION,D,12000,14.84,0,0.26,N,3
23,114000,MORTGAGE,4.0,PERSONAL,B,10000,,0,0.09,N,2
25,78500,RENT,2.0,MEDICAL,B,12000,10.99,0,0.15,N,2
33,12000,RENT,,EDUCATION,A,1000,7.88,1,0.08,N,7
23,10008,RENT,,DEBTCONSOLIDATION,B,1600,10.36,1,0.16,N,2
23,54000,RENT,7.0,EDUCATION,D,2500,16.32,0,0.05,Y,2
32,21600,RENT,4.0,DEBTCONSOLIDATION,A,4000,8.07,0,0.19,N,10
29,30000,RENT,,PERSONAL,E,10200,17.99,1,0.34,N,5
22,51012,RENT,1.0,PERSONAL,D,20000,17.49,1,0.39,Y,4
40,100300,MORTGAGE,2.0,MEDICAL,D,25000,14.83,1,0.21,N,16
23,65000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7000,8.49,0,0.11,N,4
31,70000,RENT,4.0,EDUCATION,B,8000,10.99,0,0.11,N,6
22,55000,OWN,1.0,VENTURE,B,10000,10.99,0,0.18,N,3
26,36000,RENT,0.0,PERSONAL,B,4000,10.14,0,0.11,N,2
24,96000,RENT,1.0,DEBTCONSOLIDATION,B,17400,10.37,0,0.18,N,2
26,69000,RENT,11.0,HOMEIMPROVEMENT,A,10800,7.51,1,0.16,N,4
29,24960,RENT,13.0,DEBTCONSOLIDATION,A,4000,5.42,0,0.16,N,10
44,83000,OTHER,2.0,EDUCATION,D,12000,16.0,1,0.14,Y,15
24,21600,RENT,0.0,EDUCATION,E,2600,19.29,1,0.12,Y,4
21,50000,RENT,4.0,MEDICAL,C,7000,15.27,0,0.14,Y,4
28,30000,RENT,3.0,DEBTCONSOLIDATION,D,5600,14.84,1,0.19,Y,10
25,66420,MORTGAGE,1.0,MEDICAL,B,4000,12.18,0,0.06,N,3
35,15000,OWN,3.0,MEDICAL,A,3700,9.32,1,0.25,N,5
28,31200,OWN,0.0,EDUCATION,A,4350,5.99,0,0.14,N,5
24,109000,RENT,3.0,EDUCATION,B,15000,10.65,0,0.14,N,3
34,36000,RENT,3.0,VENTURE,C,3600,13.49,0,0.1,Y,7
23,9600,RENT,3.0,DEBTCONSOLIDATION,B,2100,10.62,1,0.22,N,3
40,52479,RENT,17.0,PERSONAL,D,6600,14.54,1,0.13,N,13
24,128000,MORTGAGE,4.0,EDUCATION,A,12000,6.03,0,0.09,N,3
25,24000,RENT,1.0,DEBTCONSOLIDATION,D,12000,12.17,1,0.5,Y,4
27,30000,OWN,4.0,VENTURE,B,5000,,0,0.17,N,5
23,36000,MORTGAGE,7.0,VENTURE,C,4800,13.06,0,0.13,Y,2
30,60000,OWN,7.0,DEBTCONSOLIDATION,D,6000,14.84,0,0.1,Y,5
26,36000,MORTGAGE,6.0,PERSONAL,A,5175,6.03,0,0.14,N,4
44,57000,RENT,1.0,PERSONAL,B,4200,,0,0.07,N,11
25,43738,RENT,0.0,DEBTCONSOLIDATION,A,4500,5.99,0,0.1,N,3
24,55000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,5275,8.07,0,0.1,N,4
26,105000,MORTGAGE,9.0,VENTURE,B,12000,10.99,0,0.11,N,2
25,200000,MORTGAGE,9.0,PERSONAL,C,23050,14.35,0,0.12,N,3
22,43200,OWN,6.0,PERSONAL,A,10000,9.63,0,0.23,N,3
22,50663,RENT,0.0,DEBTCONSOLIDATION,C,7500,13.22,0,0.15,N,3
38,47004,RENT,2.0,VENTURE,C,4775,,0,0.1,Y,14
38,60000,RENT,2.0,PERSONAL,C,24000,13.85,1,0.4,N,16
32,46000,RENT,16.0,PERSONAL,B,10000,10.59,0,0.22,N,7
29,35000,RENT,12.0,DEBTCONSOLIDATION,A,1800,5.42,0,0.05,N,7
25,155796,MORTGAGE,4.0,PERSONAL,C,25000,13.48,0,0.16,N,2
22,30004,RENT,6.0,MEDICAL,B,6600,10.33,0,0.22,N,2
31,43288,RENT,7.0,MEDICAL,B,10000,10.74,0,0.23,N,5
25,37596,MORTGAGE,3.0,PERSONAL,B,12000,11.99,0,0.32,N,4
25,75000,MORTGAGE,4.0,VENTURE,D,20000,14.09,0,0.27,Y,4
22,50000,MORTGAGE,5.0,PERSONAL,B,2000,12.18,0,0.04,N,3
33,27996,RENT,0.0,VENTURE,A,4800,9.63,0,0.17,N,8
24,42000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000,8.59,0,0.17,N,2
23,50400,RENT,3.0,EDUCATION,B,5000,10.38,0,0.1,N,2
27,70000,MORTGAGE,7.0,VENTURE,D,8000,16.0,0,0.11,N,10
31,50000,RENT,15.0,PERSONAL,A,2000,5.42,1,0.04,N,8
26,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,16000,7.9,0,0.27,N,3
34,118000,MORTGAGE,1.0,EDUCATION,C,25000,11.78,1,0.21,N,7
25,45600,RENT,5.0,MEDICAL,C,12000,13.23,0,0.26,N,4
22,21600,OWN,3.0,VENTURE,A,8500,6.54,0,0.39,N,4
30,43200,RENT,6.0,VENTURE,B,8600,11.36,0,0.2,N,5
23,75996,MORTGAGE,7.0,MEDICAL,B,15000,10.62,0,0.2,N,2
22,66000,MORTGAGE,0.0,EDUCATION,A,6000,7.51,0,0.09,N,2
33,53004,RENT,0.0,PERSONAL,C,20000,13.04,1,0.38,N,10
26,61200,OWN,4.0,HOMEIMPROVEMENT,C,1500,12.84,0,0.02,Y,2
23,40000,MORTGAGE,,EDUCATION,A,4000,6.39,0,0.1,N,3
25,30000,RENT,1.0,MEDICAL,B,7000,10.62,0,0.23,N,3
30,75000,RENT,2.0,DEBTCONSOLIDATION,C,6000,12.68,0,0.08,Y,5
29,72396,MORTGAGE,9.0,PERSONAL,B,9000,10.59,0,0.12,N,9
30,36933,RENT,2.0,PERSONAL,C,5000,11.91,0,0.14,Y,6
33,85000,RENT,16.0,DEBTCONSOLIDATION,C,20000,15.27,0,0.24,N,10
22,30000,RENT,2.0,PERSONAL,B,6000,12.42,0,0.2,N,4
30,98000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,7.14,0,0.05,N,5
33,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7500,10.08,1,0.1,N,9
29,76500,MORTGAGE,13.0,EDUCATION,A,13475,8.94,0,0.18,N,9
22,26400,RENT,0.0,VENTURE,C,10000,13.49,1,0.38,N,3
33,143004,MORTGAGE,17.0,HOMEIMPROVEMENT,A,10000,6.99,0,0.07,N,7
26,60996,RENT,6.0,HOMEIMPROVEMENT,C,3000,12.22,0,0.05,Y,4
29,39996,RENT,3.0,PERSONAL,A,7000,9.32,0,0.18,N,6
25,150000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,22000,10.38,0,0.15,N,4
22,39000,RENT,5.0,PERSONAL,D,9600,16.77,1,0.25,Y,2
34,60000,RENT,14.0,HOMEIMPROVEMENT,C,10000,13.57,0,0.17,N,6
23,47000,RENT,3.0,VENTURE,B,15000,11.48,1,0.32,N,4
25,43000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.23,N,3
31,45000,RENT,1.0,MEDICAL,C,14000,13.06,1,0.31,N,6
57,70000,RENT,0.0,VENTURE,B,6600,10.99,0,0.09,N,21
52,71520,RENT,0.0,EDUCATION,E,7000,16.82,1,0.1,Y,24
36,30000,RENT,0.0,EDUCATION,B,9000,12.18,0,0.3,N,17
25,74004,RENT,2.0,PERSONAL,E,20000,15.95,1,0.27,Y,4
30,40800,RENT,7.0,PERSONAL,B,2400,11.49,1,0.06,N,9
24,30000,RENT,2.0,HOMEIMPROVEMENT,C,6600,13.06,1,0.22,N,2
21,30067,RENT,5.0,VENTURE,C,10750,12.68,1,0.36,N,3
41,38500,RENT,6.0,DEBTCONSOLIDATION,A,7500,8.49,0,0.19,N,12
30,110925,MORTGAGE,1.0,MEDICAL,D,25000,15.33,1,0.19,N,9
31,40000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,9500,16.77,1,0.24,N,10
26,72000,RENT,0.0,DEBTCONSOLIDATION,B,9000,10.74,0,0.13,N,2
30,31200,RENT,4.0,MEDICAL,A,1900,5.79,0,0.06,N,10
25,100000,MORTGAGE,9.0,PERSONAL,A,4800,7.14,0,0.05,N,3
26,96000,RENT,0.0,HOMEIMPROVEMENT,B,1000,10.36,0,0.01,N,3
25,64000,RENT,7.0,DEBTCONSOLIDATION,D,8000,15.28,1,0.13,Y,4
28,78000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12000,5.79,0,0.15,N,5
27,40000,RENT,0.0,VENTURE,D,8000,15.65,1,0.2,Y,6
22,71400,MORTGAGE,2.0,MEDICAL,D,15000,14.96,1,0.18,Y,3
21,39996,MORTGAGE,5.0,PERSONAL,B,8000,10.25,0,0.2,N,4
29,480000,MORTGAGE,6.0,MEDICAL,A,6500,5.42,0,0.01,N,6
29,130000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,6000,13.04,0,0.05,Y,9
24,59000,RENT,2.0,MEDICAL,E,16000,16.45,1,0.27,N,2
37,600000,OWN,11.0,HOMEIMPROVEMENT,B,16000,10.25,0,0.03,N,14
29,52000,RENT,3.0,DEBTCONSOLIDATION,C,10800,14.27,0,0.21,N,5
27,20000,RENT,0.0,EDUCATION,B,5500,12.69,0,0.28,N,5
27,42996,RENT,11.0,MEDICAL,C,7500,11.91,1,0.17,N,7
38,17108,MORTGAGE,7.0,EDUCATION,A,4375,7.51,1,0.26,N,13
25,72600,RENT,5.0,HOMEIMPROVEMENT,A,6500,7.74,0,0.09,N,2
25,69000,MORTGAGE,9.0,VENTURE,A,25000,6.99,0,0.36,N,4
37,27036,RENT,2.0,VENTURE,B,5000,11.49,0,0.18,N,11
25,70000,RENT,8.0,VENTURE,D,15000,14.42,0,0.21,Y,2
30,70000,RENT,4.0,VENTURE,B,2500,10.36,0,0.04,N,7
23,65000,RENT,2.0,DEBTCONSOLIDATION,B,3600,11.49,0,0.06,N,2
26,40272,MORTGAGE,3.0,EDUCATION,B,10000,11.86,0,0.25,N,3
24,110004,MORTGAGE,8.0,EDUCATION,B,25000,12.53,0,0.23,N,2
30,31000,MORTGAGE,3.0,VENTURE,D,12000,14.42,1,0.39,N,5
24,140000,MORTGAGE,8.0,MEDICAL,B,16000,10.38,0,0.11,N,2
44,42000,MORTGAGE,4.0,MEDICAL,A,13200,6.17,0,0.31,N,14
34,85000,RENT,3.0,HOMEIMPROVEMENT,C,10000,12.87,0,0.12,N,7
30,39552,MORTGAGE,2.0,VENTURE,B,12375,10.37,0,0.31,N,9
25,55200,MORTGAGE,5.0,EDUCATION,B,4225,12.42,0,0.08,N,2
28,53000,RENT,0.0,DEBTCONSOLIDATION,B,7000,9.88,0,0.13,N,9
42,62000,RENT,26.0,VENTURE,A,10000,8.49,0,0.16,N,14
25,63000,MORTGAGE,0.0,EDUCATION,D,25000,13.87,0,0.4,N,2
25,48600,RENT,0.0,MEDICAL,A,12000,,0,0.25,N,4
21,28416,RENT,6.0,PERSONAL,A,4600,,0,0.16,N,2
36,40000,OWN,0.0,PERSONAL,A,5000,8.0,0,0.13,N,16
23,68400,MORTGAGE,,VENTURE,B,1800,8.88,0,0.03,N,4
26,40000,RENT,3.0,MEDICAL,C,10200,,0,0.26,N,3
29,43000,RENT,1.0,MEDICAL,B,6000,11.14,0,0.14,N,7
28,78000,RENT,12.0,MEDICAL,B,3000,12.42,0,0.04,N,7
25,44975,RENT,2.0,MEDICAL,A,11000,6.99,0,0.24,N,4
39,100000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000,7.14,0,0.03,N,11
21,40000,RENT,3.0,EDUCATION,D,7000,14.46,0,0.17,N,3
29,42000,RENT,5.0,PERSONAL,B,15000,10.99,1,0.36,N,9
27,85000,MORTGAGE,11.0,EDUCATION,A,12000,6.62,0,0.14,N,10
29,28800,RENT,5.0,PERSONAL,A,4500,7.88,0,0.16,N,5
31,130000,MORTGAGE,15.0,MEDICAL,C,1600,13.99,0,0.01,Y,6
36,48000,MORTGAGE,3.0,EDUCATION,C,1500,13.92,1,0.03,Y,13
27,31200,RENT,3.0,PERSONAL,B,7000,9.88,0,0.22,N,9
29,50000,RENT,3.0,DEBTCONSOLIDATION,B,7000,,0,0.14,N,6
23,44724,RENT,7.0,VENTURE,B,6500,10.96,0,0.15,N,3
30,74000,MORTGAGE,14.0,VENTURE,C,14000,13.92,0,0.19,Y,10
25,23000,RENT,0.0,EDUCATION,C,2100,13.48,0,0.09,Y,4
28,39000,RENT,3.0,VENTURE,B,9900,10.95,0,0.25,N,6
23,79100,MORTGAGE,4.0,VENTURE,A,3300,5.42,0,0.04,N,3
31,55200,RENT,5.0,MEDICAL,D,15000,15.58,1,0.27,Y,10
23,45000,RENT,8.0,DEBTCONSOLIDATION,C,6000,12.53,0,0.13,N,2
23,46000,MORTGAGE,5.0,PERSONAL,B,9500,12.69,1,0.21,N,4
31,117516,MORTGAGE,3.0,MEDICAL,C,21000,13.49,0,0.18,N,5
25,77954,RENT,9.0,DEBTCONSOLIDATION,D,11550,16.77,1,0.15,N,2
24,72000,RENT,4.0,EDUCATION,B,15000,10.99,0,0.21,N,2
24,65000,MORTGAGE,3.0,EDUCATION,A,8000,5.99,0,0.12,N,2
28,40000,RENT,2.0,PERSONAL,B,7500,11.86,0,0.19,N,8
31,32500,MORTGAGE,4.0,MEDICAL,A,8975,6.62,0,0.28,N,10
22,32000,RENT,0.0,PERSONAL,B,3200,10.2,0,0.1,N,3
25,90000,MORTGAGE,9.0,MEDICAL,A,6000,6.99,0,0.07,N,3
29,96000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,15000,,0,0.16,N,6
25,32500,MORTGAGE,3.0,EDUCATION,A,12500,7.9,0,0.38,N,2
29,59000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000,6.91,0,0.17,N,5
22,38000,RENT,2.0,EDUCATION,C,6000,13.57,0,0.16,Y,4
38,30000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,10000,11.22,0,0.33,Y,14
31,66000,MORTGAGE,8.0,VENTURE,A,4200,7.49,0,0.06,N,7
29,32000,RENT,1.0,PERSONAL,D,5000,14.84,1,0.16,N,8
27,51996,OWN,8.0,EDUCATION,D,9600,14.09,0,0.18,N,10
23,23421,RENT,3.0,MEDICAL,E,4500,17.99,1,0.19,Y,3
22,96000,MORTGAGE,0.0,EDUCATION,A,3000,7.9,0,0.03,N,3
26,144000,RENT,0.0,DEBTCONSOLIDATION,A,5800,7.29,0,0.04,N,3
31,113000,RENT,1.0,HOMEIMPROVEMENT,D,9600,14.91,1,0.08,Y,7
22,32500,MORTGAGE,6.0,EDUCATION,A,2500,6.99,0,0.08,N,2
27,73000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,10500,11.83,1,0.14,N,6
46,76800,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13000,15.96,0,0.17,Y,13
26,190000,OWN,10.0,PERSONAL,B,25000,9.25,0,0.13,N,2
36,48000,MORTGAGE,17.0,VENTURE,A,10000,9.63,0,0.21,N,14
27,95500,MORTGAGE,3.0,PERSONAL,E,20000,15.95,0,0.21,Y,6
24,64656,MORTGAGE,8.0,EDUCATION,B,14500,10.99,0,0.22,N,4
22,35000,RENT,0.0,PERSONAL,B,3600,11.83,0,0.1,N,3
35,32000,RENT,19.0,HOMEIMPROVEMENT,A,8000,5.99,1,0.25,N,9
25,74004,RENT,2.0,VENTURE,E,20000,15.95,1,0.27,N,3
26,54578,OWN,10.0,HOMEIMPROVEMENT,B,24250,12.18,0,0.44,N,4
22,30000,OWN,,VENTURE,C,7000,13.98,0,0.23,Y,2
25,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,7.88,0,0.13,N,4
28,44604,RENT,11.0,PERSONAL,B,1500,11.12,0,0.03,N,7
22,40000,RENT,3.0,EDUCATION,B,12000,11.89,0,0.3,N,3
24,41160,RENT,2.0,DEBTCONSOLIDATION,A,4000,,0,0.1,N,3
23,42000,RENT,7.0,VENTURE,C,15000,13.49,1,0.36,N,3
38,34296,OWN,1.0,MEDICAL,C,12000,,0,0.35,Y,12
25,18204,RENT,0.0,EDUCATION,C,4500,13.61,1,0.25,N,2
28,288000,RENT,5.0,DEBTCONSOLIDATION,E,25000,17.93,1,0.09,N,8
25,69000,MORTGAGE,9.0,MEDICAL,A,25000,6.99,0,0.36,N,2
29,32000,RENT,3.0,MEDICAL,C,11500,14.22,1,0.36,N,7
24,82000,OTHER,2.0,PERSONAL,A,14700,9.63,0,0.18,N,3
25,49000,RENT,2.0,MEDICAL,A,7750,9.63,0,0.16,N,4
22,20400,RENT,5.0,MEDICAL,C,3250,14.26,1,0.16,Y,2
22,31500,RENT,3.0,DEBTCONSOLIDATION,D,2900,,1,0.09,N,4
23,39800,MORTGAGE,5.0,MEDICAL,B,9750,10.99,0,0.24,N,3
33,92000,MORTGAGE,18.0,PERSONAL,A,12000,5.79,0,0.13,N,5
26,48000,RENT,1.0,PERSONAL,C,15000,,1,0.31,Y,2
50,118000,RENT,16.0,EDUCATION,C,24250,13.92,1,0.21,N,12
47,27000,RENT,2.0,PERSONAL,D,12000,13.3,1,0.44,N,12
24,39000,RENT,4.0,HOMEIMPROVEMENT,C,8000,,1,0.21,N,2
23,36000,RENT,2.0,MEDICAL,A,8000,7.51,1,0.22,N,2
37,54996,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,6.92,0,0.13,N,13
23,66000,RENT,1.0,EDUCATION,C,14000,12.99,0,0.21,N,3
37,65000,RENT,7.0,DEBTCONSOLIDATION,A,9000,6.91,0,0.14,N,15
24,28800,OWN,8.0,VENTURE,B,6000,10.74,0,0.21,N,2
22,80000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,7.4,0,0.07,N,3
22,60000,MORTGAGE,4.0,VENTURE,A,3000,6.76,0,0.05,N,4
21,40000,OWN,5.0,MEDICAL,A,12000,8.9,0,0.3,N,2
38,30500,RENT,8.0,EDUCATION,C,10000,14.22,1,0.33,N,12
23,32000,RENT,5.0,MEDICAL,A,14125,7.9,1,0.44,N,2
23,100000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7000,8.59,0,0.07,N,4
24,55152,MORTGAGE,8.0,PERSONAL,B,16000,11.49,0,0.29,N,2
27,50055,MORTGAGE,5.0,VENTURE,B,15000,10.62,0,0.3,N,5
28,84800,RENT,4.0,DEBTCONSOLIDATION,B,9000,,0,0.11,N,7
23,44000,RENT,0.0,HOMEIMPROVEMENT,F,13000,17.26,1,0.3,Y,3
30,46044,RENT,4.0,MEDICAL,B,5000,,0,0.11,N,9
25,120000,MORTGAGE,5.0,PERSONAL,A,28000,7.9,0,0.23,N,2
23,45000,RENT,2.0,MEDICAL,A,6575,8.0,0,0.15,N,4
24,43000,RENT,3.0,PERSONAL,B,14500,10.75,1,0.34,N,2
23,100000,MORTGAGE,4.0,EDUCATION,C,10000,12.87,0,0.1,Y,3
27,71000,RENT,9.0,DEBTCONSOLIDATION,B,4200,,0,0.06,N,5
23,52000,RENT,3.0,DEBTCONSOLIDATION,B,17000,11.58,1,0.33,N,4
25,60000,OWN,9.0,HOMEIMPROVEMENT,C,3000,13.79,0,0.05,Y,2
30,49000,MORTGAGE,14.0,PERSONAL,D,8500,16.32,0,0.17,Y,9
26,57550,MORTGAGE,,DEBTCONSOLIDATION,A,3500,5.42,0,0.06,N,4
27,91000,MORTGAGE,2.0,PERSONAL,A,11525,7.49,0,0.13,N,7
27,41000,RENT,3.0,DEBTCONSOLIDATION,C,7000,12.73,0,0.17,Y,5
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4
26,64956,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7500,13.47,0,0.12,Y,3
25,51000,MORTGAGE,6.0,EDUCATION,E,16750,16.4,0,0.33,N,3
25,50000,OWN,3.0,MEDICAL,A,10000,,0,0.2,N,3
30,60000,RENT,0.0,PERSONAL,B,12000,11.71,0,0.2,N,9
22,60000,MORTGAGE,1.0,PERSONAL,A,10000,5.42,0,0.17,N,2
23,84000,RENT,4.0,VENTURE,D,6500,,0,0.08,N,3
21,55000,RENT,1.0,EDUCATION,A,7500,7.88,0,0.14,N,2
23,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.36,0,0.07,N,4
23,118000,MORTGAGE,4.0,VENTURE,C,12000,13.11,0,0.1,N,2
28,50400,MORTGAGE,4.0,VENTURE,A,12000,,0,0.24,N,8
28,61000,MORTGAGE,12.0,PERSONAL,A,12000,6.03,0,0.2,N,7
23,43000,RENT,7.0,MEDICAL,B,4400,11.99,1,0.1,N,4
22,39996,RENT,2.0,EDUCATION,C,4500,13.43,0,0.11,N,4
22,36000,RENT,5.0,MEDICAL,D,5000,16.32,1,0.14,N,4
22,115000,RENT,4.0,MEDICAL,A,4800,7.88,0,0.04,N,2
24,58000,RENT,6.0,EDUCATION,C,12000,13.11,0,0.21,N,2
26,34320,RENT,2.0,EDUCATION,A,9000,6.62,1,0.26,N,2
24,28000,RENT,0.0,MEDICAL,A,5000,7.68,0,0.18,N,3
44,36000,OWN,5.0,EDUCATION,D,4000,16.29,0,0.11,N,11
27,130000,MORTGAGE,11.0,EDUCATION,B,11000,9.62,0,0.08,N,5
23,39000,MORTGAGE,3.0,EDUCATION,C,5000,12.98,0,0.13,N,4
31,77940,MORTGAGE,3.0,VENTURE,B,16250,10.99,0,0.21,N,9
25,100500,RENT,5.0,PERSONAL,B,9000,,0,0.09,N,4
24,76000,MORTGAGE,3.0,VENTURE,C,12000,,1,0.16,Y,4
34,76000,RENT,4.0,MEDICAL,B,6000,,0,0.08,N,10
25,100000,MORTGAGE,0.0,EDUCATION,A,15000,6.03,0,0.15,N,3
32,43000,MORTGAGE,6.0,VENTURE,A,12000,7.88,0,0.28,N,7
26,35000,RENT,3.0,MEDICAL,B,1800,11.36,0,0.05,N,3
24,31000,MORTGAGE,8.0,EDUCATION,A,5000,5.42,0,0.16,N,2
26,74000,MORTGAGE,0.0,DEBTCONSOLIDATION,E,16800,16.4,1,0.23,Y,4
33,36000,RENT,5.0,DEBTCONSOLIDATION,A,7000,5.79,1,0.19,N,5
27,45000,RENT,0.0,DEBTCONSOLIDATION,C,5200,13.49,0,0.12,N,8
23,28000,RENT,8.0,DEBTCONSOLIDATION,A,8000,7.74,0,0.29,N,4
25,42000,RENT,1.0,DEBTCONSOLIDATION,B,6000,,0,0.14,N,2
23,92004,MORTGAGE,7.0,EDUCATION,B,24250,11.12,0,0.26,N,2
25,69500,RENT,7.0,MEDICAL,C,7000,10.78,0,0.1,Y,3
25,33600,RENT,9.0,DEBTCONSOLIDATION,D,6000,15.58,1,0.18,Y,2
22,45000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5000,12.61,0,0.11,Y,2
33,50000,MORTGAGE,7.0,PERSONAL,B,10000,9.99,0,0.2,N,5
36,72000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,13000,,0,0.18,N,13
37,200000,MORTGAGE,3.0,EDUCATION,D,10000,13.8,0,0.05,N,16
23,66000,RENT,6.0,VENTURE,A,24000,,1,0.36,N,4
23,55000,OWN,5.0,EDUCATION,B,11000,10.38,0,0.2,N,3
22,52500,MORTGAGE,6.0,DEBTCONSOLIDATION,C,8000,15.23,0,0.15,N,3
22,43000,MORTGAGE,6.0,EDUCATION,B,9000,11.71,0,0.21,N,4
